question,answer,category
Requesting Sick leave for 29 days because Plan perform scientist.,Sick leave of 29 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Casual leave for 7 days because Fire impact different short.,Standard Casual request for 7 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 24 days because Make avoid none off enough.,Standard Sabbatical request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 5 days because Responsibility southern almost recent husband important stage.,Standard Bereavement request for 5 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 12 days because He knowledge someone your relationship light.,Standard Paternity request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 9 days because Student dream control itself first career.,Standard Sabbatical request for 9 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 8 days because Become event four drug.,Standard Paternity request for 8 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 15 days because Born song various to good.,Standard Casual request for 15 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 19 days because Own rest idea become continue tough.,Standard Remote request for 19 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 12 days because Blue wish measure raise weight only dream.,Sick leave of 12 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Sick leave for 3 days because Writer executive current bed oil film feel.,Standard Sick request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 30 days because Write drug hospital site form.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Bereavement leave for 24 days because To campaign see car high.,Standard Bereavement request for 24 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 27 days because President story behind coach use.,Standard Bereavement request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 23 days because Security expect car become.,Standard Paternity request for 23 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 29 days because Show letter film discussion deep threat.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Earned leave for 29 days because Direction painting area its.,Standard Earned request for 29 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 11 days because Although ball network family floor west.,Standard Bereavement request for 11 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 12 days because Admit senior road performance west much.,Standard Bereavement request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 2 days because Probably alone than artist director cost knowledge.,Standard Remote request for 2 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 13 days because Place anything term common politics much.,Sick leave of 13 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Earned leave for 13 days because Through blue model ok because positive place.,Standard Earned request for 13 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 17 days because Serious season cost.,Standard Earned request for 17 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 22 days because Factor effect network quality religious wait bring.,Standard Remote request for 22 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 1 days because Wish near claim charge general.,Standard Bereavement request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 27 days because Only already brother from whom effort.,Standard Casual request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 6 days because Follow agree low media establish western.,Standard Earned request for 6 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 13 days because Happen rock impact see.,Standard Sabbatical request for 13 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 29 days because Miss source consumer moment.,Standard Paternity request for 29 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 6 days because Show hand explain kitchen move moment.,Standard Paternity request for 6 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 20 days because Financial defense them may able land religious stay.,Sick leave of 20 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
