candidate_profile,analysis
"Role: HR Specialist, Exp: 13 years, Skills: father, meet, as, letter, return",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 11 years, Skills: evening, news, class, sort, agree",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: necessary, late, avoid, the, outside",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 3 years, Skills: beautiful, ahead, morning, foot, join",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: while, shoulder, leader, team, morning",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: eye, probably, environmental, PM, society",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: each, involve, morning, case, herself",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 11 years, Skills: within, society, eight, plant, none",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: his, whom, theory, agency, strategy",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: next, improve, explain, direction, natural",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: fast, allow, game, campaign, stock",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: six, job, body, determine, catch",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: nature, dark, meeting, billion, ever",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: boy, loss, network, agree, such",Score: 77/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: everybody, clearly, letter, way, same",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: road, interest, rule, still, for",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: take, strategy, possible, condition, ability",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: summer, same, exactly, call, bad",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: hair, sure, produce, simply, whom",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: minute, support, situation, why, or",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 11 years, Skills: unit, kid, loss, forget, leader",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: anyone, hold, administration, here, project",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: deal, young, for, responsibility, arrive",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: someone, bill, heavy, reason, outside",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 5 years, Skills: including, young, now, good, ever",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: yard, style, not, same, weight",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: true, program, cut, find, camera",Score: 67/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: blue, policy, author, ahead, seem",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: catch, agency, spend, per, movement",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: air, fill, nothing, pay, use",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 2 years, Skills: lawyer, middle, easy, discuss, experience",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 4 years, Skills: sign, become, against, your, possible",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 1 years, Skills: health, situation, father, reflect, actually",Score: 65/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: hotel, available, night, nature, alone",Score: 75/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: record, concern, sport, top, language",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: work, physical, care, protect, citizen",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 5 years, Skills: travel, simply, hard, court, appear",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: major, road, during, conference, same",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: boy, blue, many, concern, party",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: PM, third, boy, strategy, instead",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 15 years, Skills: guess, enough, necessary, within, on",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: final, cell, place, occur, door",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 15 years, Skills: early, already, represent, short, hope",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 3 years, Skills: pretty, guy, raise, white, seat",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: building, thing, light, strong, law",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: door, future, suffer, environmental, activity",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 1 years, Skills: standard, shake, follow, war, fine",Score: 63/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: attack, either, long, attorney, look",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: special, church, increase, policy, speak",Score: 73/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: just, card, past, bank, compare",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: some, picture, everyone, without, more",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: under, medical, human, time, strategy",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: much, word, sister, occur, foot",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 1 years, Skills: back, let, number, this, nation",Score: 80/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: air, practice, research, often, learn",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: cultural, dream, word, particularly, wonder",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: drive, task, reason, size, democratic",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 11 years, Skills: control, fight, century, skin, happen",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: whom, bring, call, probably, concern",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: commercial, six, lose, difference, especially",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: again, experience, style, individual, leg",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 3 years, Skills: himself, natural, hair, beat, over",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 11 years, Skills: cell, age, wait, tell, six",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: history, collection, allow, detail, figure",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: of, television, unit, attention, officer",Score: 66/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: agreement, final, cell, prove, write",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: trade, develop, officer, those, last",Score: 75/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: author, window, produce, expert, black",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: share, clear, many, relationship, shoulder",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: write, statement, reality, Congress, project",Score: 75/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 11 years, Skills: you, table, find, air, team",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: set, red, political, any, already",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 0 years, Skills: this, choice, land, against, pass",Score: 67/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: collection, second, hit, food, shoulder",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: show, into, ever, culture, will",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: store, himself, agreement, prepare, improve",Score: 60/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: section, someone, certainly, candidate, teach",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 7 years, Skills: song, say, science, small, about",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: because, reduce, relate, pull, night",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 4 years, Skills: church, evidence, require, move, keep",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: local, wonder, age, travel, his",Score: 61/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: responsibility, nation, argue, call, painting",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
